evm.model.hic_scaffold_1_pilon.50,Protein yellow
evm.model.hic_scaffold_1_pilon.51,Protein yellow
evm.model.hic_scaffold_1_pilon.52,Major royal jelly protein 1
evm.model.hic_scaffold_1_pilon.53,Protein yellow
evm.model.hic_scaffold_1_pilon.54,uncharacterized protein LOC111417106
evm.model.hic_scaffold_1_pilon.55,PREDICTED: uncharacterized protein LOC108567852
evm.model.hic_scaffold_1_pilon.56,SUN domain-containing protein 2
evm.model.hic_scaffold_1_pilon.57,hypothetical protein
evm.model.hic_scaffold_1_pilon.58,PREDICTED: trichohyalin-like
evm.model.hic_scaffold_1_pilon.59,Coiled-coil domain-containing protein 47
evm.model.hic_scaffold_1_pilon.1068,Neuropeptide CCHamide-1 receptor
evm.model.hic_scaffold_1_pilon.1069,Neuropeptide CCHamide-2 receptor
evm.model.hic_scaffold_1_pilon.1060,Membrane-bound alkaline phosphatase
evm.model.hic_scaffold_1_pilon.1061,conserved hypothetical protein
evm.model.hic_scaffold_1_pilon.1062,PREDICTED: uncharacterized protein LOC108564538
evm.model.hic_scaffold_1_pilon.1063,Insulin receptor substrate 1
evm.model.hic_scaffold_1_pilon.1064,PREDICTED: uncharacterized protein LOC108558534
evm.model.hic_scaffold_1_pilon.1065,hypothetical protein
evm.model.hic_scaffold_1_pilon.1066,PREDICTED: MOXD1 homolog 1
evm.model.hic_scaffold_1_pilon.1067,MOXD1 homolog 1
evm.model.hic_scaffold_1_pilon.909,PREDICTED: PHD finger protein 14 isoform X2
evm.model.hic_scaffold_1_pilon.908,PREDICTED: von Willebrand factor D and EGF domain-containing protein-like
evm.model.hic_scaffold_1_pilon.214,Dorsal-ventral patterning protein tolloid
evm.model.hic_scaffold_1_pilon.901,hypothetical protein
evm.model.hic_scaffold_1_pilon.900,LINE-1 reverse transcriptase homolog
evm.model.hic_scaffold_1_pilon.903,DNA mismatch repair protein Msh2
evm.model.hic_scaffold_1_pilon.902,hypothetical protein
evm.model.hic_scaffold_1_pilon.905,PREDICTED: interaptin-like
evm.model.hic_scaffold_1_pilon.217,hypothetical protein
evm.model.hic_scaffold_1_pilon.907,hypothetical protein
evm.model.hic_scaffold_1_pilon.906,hypothetical protein
evm.model.hic_scaffold_1_pilon.216,hypothetical protein
evm.model.hic_scaffold_1_pilon.211,PREDICTED: uncharacterized protein LOC108568420
evm.model.hic_scaffold_1_pilon.746,UbiA prenyltransferase domain-containing protein 1 homolog
evm.model.hic_scaffold_1_pilon.213,hypothetical protein
evm.model.hic_scaffold_1_pilon.212,hypothetical protein
evm.model.hic_scaffold_1_pilon.1167,Protein enhancer of sevenless 2B
evm.model.hic_scaffold_1_pilon.1166,Serine/threonine-protein kinase Tor
evm.model.hic_scaffold_1_pilon.220,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
evm.model.hic_scaffold_1_pilon.221,RING finger protein unkempt
evm.model.hic_scaffold_1_pilon.222,Histone H3.3A
evm.model.hic_scaffold_1_pilon.223,PREDICTED: uncharacterized protein LOC109536667
evm.model.hic_scaffold_1_pilon.224,Disks large homolog 5
evm.model.hic_scaffold_1_pilon.225,Protein kinase C iota type
evm.model.hic_scaffold_1_pilon.226,Atypical protein kinase C
evm.model.hic_scaffold_1_pilon.227,hypothetical protein
evm.model.hic_scaffold_1_pilon.228,PREDICTED: uncharacterized protein LOC108568798
evm.model.hic_scaffold_1_pilon.229,GPI inositol-deacylase
evm.model.hic_scaffold_1_pilon.739,Serine/arginine-rich splicing factor 2
evm.model.hic_scaffold_1_pilon.731,Putative RNA-binding protein Luc7-like 2
evm.model.hic_scaffold_1_pilon.38,Recombination repair protein 1
evm.model.hic_scaffold_1_pilon.39,Cytoplasmic phosphatidylinositol transfer protein 1
evm.model.hic_scaffold_1_pilon.32,Androgen-induced gene 1 protein
evm.model.hic_scaffold_1_pilon.33,Clavesin-2
evm.model.hic_scaffold_1_pilon.30,Superoxide dismutase [Mn] 1, mitochondrial
evm.model.hic_scaffold_1_pilon.31,Frizzled-10-A
evm.model.hic_scaffold_1_pilon.36,PEST proteolytic signal-containing nuclear protein
evm.model.hic_scaffold_1_pilon.37,SAGA-associated factor 11
evm.model.hic_scaffold_1_pilon.34,PREDICTED: WEB family protein At5g16730, chloroplastic isoform X3
evm.model.hic_scaffold_1_pilon.35,40S ribosomal protein S26
evm.model.hic_scaffold_1_pilon.1048,Protein C10-like Protein
evm.model.hic_scaffold_1_pilon.1049,Dynein assembly factor 5, axonemal
evm.model.hic_scaffold_1_pilon.1046,Myosin-VIIa
evm.model.hic_scaffold_1_pilon.1047,Unconventional myosin-XV
evm.model.hic_scaffold_1_pilon.1044,Unconventional myosin-XVB
evm.model.hic_scaffold_1_pilon.1045,Unconventional myosin-XV
evm.model.hic_scaffold_1_pilon.1042,DNA-directed RNA polymerase III subunit RPC5
evm.model.hic_scaffold_1_pilon.1043,FERM domain containing protein
evm.model.hic_scaffold_1_pilon.1040,Group 3 secretory phospholipase A2
evm.model.hic_scaffold_1_pilon.1041,hypothetical protein
evm.model.hic_scaffold_1_pilon.835,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1
evm.model.hic_scaffold_1_pilon.837,DNA-directed RNA polymerase, mitochondrial
evm.model.hic_scaffold_1_pilon.833,Thioredoxin domain-containing protein 15
evm.model.hic_scaffold_1_pilon.699,Protein OSCP1
evm.model.hic_scaffold_1_pilon.698,SET and MYND domain-containing protein 4
evm.model.hic_scaffold_1_pilon.691,General transcription factor 3C polypeptide 3
evm.model.hic_scaffold_1_pilon.690,General transcription factor 3C polypeptide 3
evm.model.hic_scaffold_1_pilon.693,Neuropeptide CCHamide-2 receptor
evm.model.hic_scaffold_1_pilon.692,Cytochrome P450 9e2
evm.model.hic_scaffold_1_pilon.695,uncharacterized protein LOC108735812
evm.model.hic_scaffold_1_pilon.694,hypothetical protein
evm.model.hic_scaffold_1_pilon.697,Protein 5NUC
evm.model.hic_scaffold_1_pilon.696,hypothetical protein
evm.model.hic_scaffold_1_pilon.963,Alkyldihydroxyacetonephosphate synthase
evm.model.hic_scaffold_1_pilon.962,Alkyldihydroxyacetonephosphate synthase
evm.model.hic_scaffold_1_pilon.961,General vesicular transport factor p115
evm.model.hic_scaffold_1_pilon.960,General vesicular transport factor p115
evm.model.hic_scaffold_1_pilon.967,ADP-ribose pyrophosphatase, mitochondrial
evm.model.hic_scaffold_1_pilon.966,Kelch-like protein 18
evm.model.hic_scaffold_1_pilon.965,PREDICTED: kelch-like protein 18
evm.model.hic_scaffold_1_pilon.964,Derlin-2
evm.model.hic_scaffold_1_pilon.969,Mitochondrial uncoupling protein 4
evm.model.hic_scaffold_1_pilon.968,hypothetical protein
evm.model.hic_scaffold_1_pilon.880,Eukaryotic translation initiation factor 3 subunit B
evm.model.hic_scaffold_1_pilon.881,ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2
evm.model.hic_scaffold_1_pilon.882,Synaptogyrin
evm.model.hic_scaffold_1_pilon.883,Telomerase Cajal body protein 1 homolog
evm.model.hic_scaffold_1_pilon.884,Synaptic vesicle membrane protein VAT-1 homolog
evm.model.hic_scaffold_1_pilon.885,Protein bicaudal C
evm.model.hic_scaffold_1_pilon.886,hypothetical protein
evm.model.hic_scaffold_1_pilon.887,Stress-activated protein kinase JNK
evm.model.hic_scaffold_1_pilon.758,PREDICTED: uncharacterized protein LOC108568403
evm.model.hic_scaffold_1_pilon.759,hypothetical protein
evm.model.hic_scaffold_1_pilon.208,Epsin-2
evm.model.hic_scaffold_1_pilon.209,Nuclear pore complex protein Nup75
evm.model.hic_scaffold_1_pilon.750,Probable cytochrome P450 6a23
evm.model.hic_scaffold_1_pilon.751,Ring canal kelch homolog
evm.model.hic_scaffold_1_pilon.752,60S ribosomal protein L11
evm.model.hic_scaffold_1_pilon.753,28S ribosomal protein S21, mitochondrial
evm.model.hic_scaffold_1_pilon.754,DCN1-like protein 3
evm.model.hic_scaffold_1_pilon.755,Histidine triad nucleotide-binding protein 1
evm.model.hic_scaffold_1_pilon.756,Transducin beta-like protein 3
evm.model.hic_scaffold_1_pilon.757,Serine protease persephone
evm.model.hic_scaffold_1_pilon.14,Inactive rhomboid protein 1-like Protein
evm.model.hic_scaffold_1_pilon.15,PREDICTED: bromodomain-containing protein DDB_G0280777-like
evm.model.hic_scaffold_1_pilon.16,Lipid droplet-associated hydrolase
evm.model.hic_scaffold_1_pilon.17,26S proteasome non-ATPase regulatory subunit 6
evm.model.hic_scaffold_1_pilon.10,PREDICTED: intracellular protein transport protein USO1-like
evm.model.hic_scaffold_1_pilon.11,Cytochrome P450 9e2
evm.model.hic_scaffold_1_pilon.12,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial
evm.model.hic_scaffold_1_pilon.13,Cytochrome P450 9e2
evm.model.hic_scaffold_1_pilon.18,26S proteasome non-ATPase regulatory subunit 6
evm.model.hic_scaffold_1_pilon.19,PREDICTED: uncharacterized protein LOC108568890
evm.model.hic_scaffold_1_pilon.1024,Larval serum protein 2-like
evm.model.hic_scaffold_1_pilon.1025,Probable ATP-dependent RNA helicase DDX46
evm.model.hic_scaffold_1_pilon.1026,hypothetical protein
evm.model.hic_scaffold_1_pilon.1027,Protein winged eye
evm.model.hic_scaffold_1_pilon.1020,COP9 signalosome complex subunit 4
evm.model.hic_scaffold_1_pilon.1021,COP9 signalosome complex subunit 4
evm.model.hic_scaffold_1_pilon.1022,WD repeat domain phosphoinositide-interacting protein 2
evm.model.hic_scaffold_1_pilon.1023,Group XIIA secretory phospholipase A2
evm.model.hic_scaffold_1_pilon.1028,hypothetical protein
evm.model.hic_scaffold_1_pilon.1029,hypothetical protein
evm.model.hic_scaffold_1_pilon.949,GATOR complex protein NPRL2
evm.model.hic_scaffold_1_pilon.948,Methylglutaconyl-CoA hydratase, mitochondrial
evm.model.hic_scaffold_1_pilon.419,Serine hydroxymethyltransferase, cytosolic
evm.model.hic_scaffold_1_pilon.418,Protein lin-54 homolog
evm.model.hic_scaffold_1_pilon.945,PREDICTED: mediator of RNA polymerase II transcription subunit 1
evm.model.hic_scaffold_1_pilon.944,mediator of RNA polymerase II transcription subunit 1
evm.model.hic_scaffold_1_pilon.947,Mediator of RNA polymerase II transcription subunit 1
evm.model.hic_scaffold_1_pilon.414,Nudix hydrolase 8
evm.model.hic_scaffold_1_pilon.941,PREDICTED: glycine-rich cell wall structural protein 1-like isoform X1
evm.model.hic_scaffold_1_pilon.940,hypothetical protein
evm.model.hic_scaffold_1_pilon.943,PREDICTED: uncharacterized protein LOC108568401
evm.model.hic_scaffold_1_pilon.942,PREDICTED: uncharacterized protein LOC108568401
evm.model.hic_scaffold_1_pilon.772,PREDICTED: uncharacterized protein LOC108567040
evm.model.hic_scaffold_1_pilon.770,hypothetical protein
evm.model.hic_scaffold_1_pilon.771,Nuclear protein localization protein 4 homolog
evm.model.hic_scaffold_1_pilon.776,Glutaredoxin-C4
evm.model.hic_scaffold_1_pilon.777,Splicing factor U2AF 50 kDa subunit
evm.model.hic_scaffold_1_pilon.774,Protein KIAA0556
evm.model.hic_scaffold_1_pilon.778,Protein transport protein Sec31A
evm.model.hic_scaffold_1_pilon.779,Cilia- and flagella-associated protein 57
evm.model.hic_scaffold_1_pilon.1008,Dynein heavy chain 3, axonemal
evm.model.hic_scaffold_1_pilon.1009,Transmembrane channel-like protein 5
evm.model.hic_scaffold_1_pilon.1002,PREDICTED: uncharacterized protein LOC108558539 isoform X1
evm.model.hic_scaffold_1_pilon.1003,PREDICTED: serine/arginine-rich splicing factor 4-like
evm.model.hic_scaffold_1_pilon.1000,hypothetical protein
evm.model.hic_scaffold_1_pilon.1001,hypothetical protein
evm.model.hic_scaffold_1_pilon.1006,Dynein heavy chain 3, axonemal
evm.model.hic_scaffold_1_pilon.1007,Dynein heavy chain 3, axonemal
evm.model.hic_scaffold_1_pilon.1004,hypothetical protein
evm.model.hic_scaffold_1_pilon.1005,Dynein heavy chain 3, axonemal
evm.model.hic_scaffold_1_pilon.202,switch 2
evm.model.hic_scaffold_1_pilon.203,uncharacterized protein LOC111426654 isoform X2
evm.model.hic_scaffold_1_pilon.200,uncharacterized protein BDFB_005921
evm.model.hic_scaffold_1_pilon.201,PREDICTED: protein HID1
evm.model.hic_scaffold_1_pilon.206,PREDICTED: uncharacterized protein LOC108560341
evm.model.hic_scaffold_1_pilon.207,PREDICTED: uncharacterized protein LOC108560341
evm.model.hic_scaffold_1_pilon.204,N6-adenosine-methyltransferase non-catalytic subunit
evm.model.hic_scaffold_1_pilon.205,Xaa-Pro dipeptidase
evm.model.hic_scaffold_1_pilon.439,PREDICTED: uncharacterized protein LOC108561100
evm.model.hic_scaffold_1_pilon.438,UPF0193 protein EVG1 homolog
evm.model.hic_scaffold_1_pilon.431,PREDICTED: uncharacterized protein LOC108569777
evm.model.hic_scaffold_1_pilon.430,hypothetical protein
evm.model.hic_scaffold_1_pilon.433,PREDICTED: uncharacterized protein LOC108566617 isoform X2
evm.model.hic_scaffold_1_pilon.432,hypothetical protein
evm.model.hic_scaffold_1_pilon.435,Ubiquitin-like protein 4A
evm.model.hic_scaffold_1_pilon.434,rRNA methyltransferase 2, mitochondrial
evm.model.hic_scaffold_1_pilon.437,Fatty aldehyde dehydrogenase
evm.model.hic_scaffold_1_pilon.436,hypothetical protein
evm.model.hic_scaffold_1_pilon.975,hypothetical protein
evm.model.hic_scaffold_1_pilon.637,Chloride intracellular channel exc-4
evm.model.hic_scaffold_1_pilon.636,Nucleoside diphosphate-linked moiety X motif 8
evm.model.hic_scaffold_1_pilon.635,PREDICTED: ovomucoid-like
evm.model.hic_scaffold_1_pilon.634,Probable inactive peptidyl-prolyl cis-trans isomerase-like 6
evm.model.hic_scaffold_1_pilon.633,Protein lozenge
evm.model.hic_scaffold_1_pilon.632,Segmentation protein Runt
evm.model.hic_scaffold_1_pilon.631,Protein lozenge
evm.model.hic_scaffold_1_pilon.630,Protein lozenge
evm.model.hic_scaffold_1_pilon.181,Low density lipoprotein receptor adapter protein 1-A
evm.model.hic_scaffold_1_pilon.180,hypothetical protein
evm.model.hic_scaffold_1_pilon.183,Microsomal triglyceride transfer protein large subunit
evm.model.hic_scaffold_1_pilon.182,Long-chain-fatty-acid--CoA ligase 6
evm.model.hic_scaffold_1_pilon.185,Glyceraldehyde-3-phosphate dehydrogenase
evm.model.hic_scaffold_1_pilon.184,hypothetical protein
evm.model.hic_scaffold_1_pilon.187,PREDICTED: facilitated trehalose transporter Tret1-like
evm.model.hic_scaffold_1_pilon.186,PREDICTED: eukaryotic translation initiation factor 4E-binding protein 1
evm.model.hic_scaffold_1_pilon.453,hypothetical protein
evm.model.hic_scaffold_1_pilon.452,Retrovirus-related Pol polyprotein from transposon TNT 1-94
evm.model.hic_scaffold_1_pilon.451,Odorant receptor 4
evm.model.hic_scaffold_1_pilon.450,PREDICTED: uncharacterized protein LOC108558375
evm.model.hic_scaffold_1_pilon.457,geminin isoform X1
evm.model.hic_scaffold_1_pilon.456,PREDICTED: uncharacterized protein LOC108562741
evm.model.hic_scaffold_1_pilon.455,Glutathione hydrolase 1 proenzyme
evm.model.hic_scaffold_1_pilon.454,Glutathione hydrolase 1 proenzyme
evm.model.hic_scaffold_1_pilon.989,Trifunctional purine biosynthetic protein adenosine-3
evm.model.hic_scaffold_1_pilon.988,Protein aveugle
evm.model.hic_scaffold_1_pilon.459,interaptin isoform X7
evm.model.hic_scaffold_1_pilon.458,pro-resilin-like
evm.model.hic_scaffold_1_pilon.848,Carboxypeptidase B
evm.model.hic_scaffold_1_pilon.849,Centrosomal protein of 162 kDa
evm.model.hic_scaffold_1_pilon.844,Vesicle transport through interaction with t-SNAREs homolog 1A
evm.model.hic_scaffold_1_pilon.845,Glutathione hydrolase 1 proenzyme
evm.model.hic_scaffold_1_pilon.846,hypothetical protein EGW08_014134
evm.model.hic_scaffold_1_pilon.847,Centrosomal protein of 162 kDa
evm.model.hic_scaffold_1_pilon.840,uncharacterized protein LOC112906452
evm.model.hic_scaffold_1_pilon.841,hypothetical protein
evm.model.hic_scaffold_1_pilon.842,hypothetical protein
evm.model.hic_scaffold_1_pilon.843,hypothetical protein
evm.model.hic_scaffold_1_pilon.611,AN1-type zinc finger protein 4
